1	2	3
9910.3	3743.7	3981.9
43209.9	21161.7	21310.8
41719.9	21479.4	20151.6
57604.4	28026.8	29153.0
25748.2	12510.1	11918.0
28450.9	12941.1	15649.4
17418.6	8788.7	8009.5
27590.0	15557.2	12343.5
11021.9	6195.0	4039.6
17948.9	8993.5	9645.4
6375.4	3596.2	3323.6
11418.4	4865.2	7020.8
16029.5	7284.1	7898.1
7578.3	2359.8	3561.6
54549.7	25728.4	26282.9
40490.4	17979.4	21148.8
10819.7	5076.7	5949.6
52021.1	26161.8	23809.8
18484.0	9024.3	9548.4
33036.2	18464.2	16063.1
28720.2	12868.7	12808.1
43814.8	22731.9	21982.9
69379.0	33431.4	34451.8
5865.0	2529.2	2224.3
91171.6	45609.2	46084.6
9605.4	5897.7	5848.5
72591.9	35356.5	33848.4
9903.5	4363.2	4786.2
20733.9	10217.2	8403.5
171234.3	85668.1	82929.0
8521.0	5801.8	4304.1
54716.8	25944.8	26920.6
17935.6	8956.6	9358.7
11173.6	5000.7	5869.4
14353.7	7355.3	6898.7
15034.0	8014.9	8071.9
22421.6	10700.7	9750.1
25435.8	12138.2	12407.0
93037.2	46274.4	45895.0
90634.1	44007.8	44795.6
4550.7	1588.6	2170.3
53952.6	27257.0	27492.1
80493.0	37265.9	38680.1
33290.9	16212.7	15564.0
41097.4	19143.3	20503.3
123200.3	59752.8	61182.1
30912.9	15009.3	15736.0
33055.2	16450.4	15652.1
5134.9	2361.3	2241.7
24718.0	11726.2	13387.8
17398.1	7961.0	8772.5
23236.1	10026.2	11619.9
13848.2	6783.7	5021.9
5021.0	2594.2	2494.2
8562.6	3790.5	3489.0
41471.5	19613.7	19331.7
32649.5	16023.5	16359.8
65340.4	30397.5	32249.9
41003.0	18815.5	20589.3
3414.9	2015.2	752.4
47392.5	23476.3	23198.7
7550.7	3577.2	5265.4
5919.2	3189.0	4099.8
23961.7	11831.2	12296.9
73543.2	36622.4	34946.0
7928.3	4055.9	3342.4
62143.6	31359.7	27609.1
53079.7	26100.9	26150.2
3826.2	689.0	1019.3
22491.3	11482.1	11459.4
31204.0	14469.8	14747.0
42504.8	19405.6	22930.2
67687.9	34454.9	31906.1
24634.0	11172.5	11565.2
28078.0	13514.4	13164.8
58300.3	27534.2	27846.4
3459.0	1318.9	1851.8
89046.4	43435.0	44906.9
13811.7	6824.4	5419.1
4972.0	2178.8	3142.7
17545.1	8686.8	8835.7
17285.2	10092.3	8554.8
135022.3	66195.4	64614.5
8460.9	3458.0	4823.9
13661.0	7798.2	6017.4
18670.2	10000.9	7817.1
69049.0	32733.5	34746.0
3168.7	35.9	2075.1
58144.4	29388.6	27601.3
112473.5	54024.6	54901.9
23560.7	11315.6	11366.8
11622.7	5999.0	6081.8
83183.8	40984.3	41090.5
14537.5	7989.3	7727.2
3078.8	1457.6	2001.4
10374.1	5440.3	4655.3
11293.1	6839.3	6866.4
16166.1	8560.5	8303.0
56731.8	28291.9	27958.1
61977.5	29061.7	31909.6
19989.6	8598.9	8855.0
6995.0	3549.1	4571.7
78221.4	37838.2	38160.3
12677.8	6049.8	6235.7
28019.8	12319.3	13050.4
19827.2	9730.2	10006.3
35196.9	17692.8	17899.6
4341.8	1624.6	2884.6
49549.9	23340.5	25666.3
6794.6	2670.8	2672.9
3105.4	2367.5	1094.5
21380.0	10915.1	10211.3
7236.2	4315.0	3607.3
32371.3	15689.4	15145.8
29010.1	13836.4	13845.3
16501.1	8643.9	7562.0
29157.5	13370.5	15364.6
13700.0	6552.8	7762.5
17663.9	9911.7	9929.5
17578.4	8577.3	9549.2
12565.7	7188.9	6371.7
8960.6	4942.1	3678.0
8178.8	2696.3	3613.5
25975.3	12489.2	13893.0
16528.5	7829.2	8576.4
16887.0	8455.6	8672.3
3380.4	945.5	2275.5
50621.5	23612.0	25678.8
15339.7	8122.6	8081.0
23992.3	11045.5	12228.9
23942.3	11489.5	9944.4
25709.1	13462.1	13758.0
8549.0	4383.0	4927.3
19983.2	9756.2	10675.0
51173.4	25569.8	23327.2
18123.6	8396.7	8944.9
15080.8	8627.0	7402.9
10937.7	4021.6	5105.8
76204.5	38042.6	37904.8
91085.4	44552.8	44349.1
101181.4	49833.0	49921.1
5002.6	1810.0	2878.1
16508.8	7548.7	8337.3
71410.9	34612.2	35940.0
21127.0	10674.2	9854.5
13484.1	5902.6	7033.1
20905.2	10241.9	11108.6
41711.1	19658.5	19205.1
30668.0	14102.6	18012.9
18610.1	8064.5	9282.2
38651.6	19551.9	19047.7
32182.2	14452.5	15845.9
13344.4	7058.5	7382.6
100642.2	49732.4	49511.2
38148.6	17177.2	18379.6
19540.8	10486.2	10068.1
6325.6	2220.6	4021.7
79066.1	39716.1	38146.0
25148.0	12625.1	11923.6
7666.6	3620.1	4356.8
25616.6	11217.4	12382.4
10757.2	4846.3	5665.9
49495.7	25184.1	24824.0
30752.2	15818.7	14818.6
22788.7	10921.7	11545.9
21891.0	11992.6	11469.7
44252.5	21734.2	22316.5
46425.8	23241.8	23426.6
20860.8	10090.2	11023.6
68717.1	33381.0	33440.1
38214.0	18521.7	18249.3
21701.2	10811.7	10321.8
26842.3	12653.2	13339.5
35290.4	17321.8	18687.0
6146.1	1536.4	2679.7
6870.0	3755.5	3895.2
114805.1	55663.0	57797.2
5119.5	2452.4	2365.8
18825.1	7608.2	9428.7
42966.4	20645.9	21457.3
35059.0	18475.5	17462.4
29550.6	15806.1	13158.9
35886.8	17799.7	17205.6
13537.9	5926.3	7497.8
60913.6	30623.1	30008.3
40586.0	19585.0	20388.2
12127.8	7713.2	5221.1
14681.3	6160.5	7339.0
3813.0	2846.0	1741.3
54668.0	25626.5	27653.1
5617.8	2437.4	2539.7
30908.1	16151.6	15706.3
3652.2	1607.3	1825.5
3572.9	1230.9	1674.1
20642.2	10828.2	9683.1
8824.0	4342.8	4214.7
119528.5	58958.7	59706.3
23284.0	10875.0	9573.4
35988.4	17356.0	17914.0
21219.6	11183.0	9712.2
36567.1	18616.4	19122.5
20706.8	9919.6	10079.8
34821.8	18620.5	16904.3
12832.2	5878.7	7053.5
6105.9	2301.9	2589.2
11489.7	4835.7	4539.8
4149.6	2938.5	1830.9
22620.4	10754.6	11173.9
118940.4	58451.6	58986.9
79929.4	39208.5	40357.8
4694.8	1786.5	2892.5
5252.5	1819.9	2833.3
38329.5	17653.3	17930.1
56318.0	27914.6	28374.3
11481.3	4901.6	5811.2
9298.7	4107.8	4122.8
57670.3	27114.4	29661.8
25065.0	12280.9	12889.8
5149.2	2510.2	2899.8
15787.7	7203.6	7613.8
30707.9	15359.9	14225.2
26707.3	12734.9	13952.1
16811.1	8419.9	7964.1
42997.7	19949.1	20933.8
5936.1	3298.8	2639.4
78675.0	38295.8	39187.5
6593.9	2742.2	3859.0
4620.5	1941.2	2897.9
29666.5	14667.6	15185.5
20270.6	9475.6	9677.9
22680.8	9639.3	11442.1
22590.9	10589.2	11521.3
137605.2	67637.8	67898.1
45774.4	21175.7	24409.3
30069.0	14480.2	14767.6
25952.7	13683.8	12614.4
5986.1	3360.4	1925.6
4479.5	2804.3	2895.2
30876.2	16233.1	14904.6
57790.8	27843.2	26754.7
10178.2	6404.0	3331.6
76861.8	37439.9	37333.1
21966.6	9853.3	11145.2
39625.0	17881.5	20223.3
51227.8	24847.3	25721.3
36881.7	18334.8	15988.7
29961.1	14924.1	13259.7
56707.4	28492.6	25266.0
68641.7	33675.0	33708.0
28853.2	14484.4	14681.3
6137.7	2899.0	3683.6
40342.9	20292.9	19697.3
22504.3	12451.7	11397.2
54643.7	24754.9	27332.0
24563.6	12913.4	11640.4
40479.0	18774.9	19928.1
25741.3	11583.9	12237.1
19365.2	8682.4	8724.3
4875.2	2035.8	2676.9
6634.7	3582.9	3634.5
20533.2	11774.6	8756.5
8847.7	5038.7	4140.9
4287.4	1241.8	1403.0
41570.4	19359.4	19350.2
91910.8	44544.9	45263.0
6954.3	3706.7	4183.7
11571.7	5671.4	6730.3
17421.0	10139.0	8811.6
3842.1	1688.3	1594.1
10922.2	5888.9	5537.3
9931.8	4921.0	5637.6
6914.1	2468.7	4797.2
6667.7	2055.8	2280.5
215285.7	104689.3	107489.0
16759.3	9115.0	8238.0
11860.0	4860.3	6072.4
8740.9	3294.3	3903.8
25350.8	12845.9	13552.2
15465.5	9053.3	8007.1
127919.7	63428.2	64213.3
31713.4	14994.2	16559.1
6600.8	3905.8	3239.3
36761.7	16365.9	17979.0
9168.4	4578.0	2954.9
20676.3	10593.3	9742.9
148475.1	73273.9	73190.7
9285.8	3924.9	5980.7
34452.6	16206.4	16598.0
6290.8	2911.0	3845.5
21250.1	9664.5	10274.6
5480.0	2108.4	3502.2
20174.0	9855.3	10460.2
116527.1	56591.3	57443.4
9542.2	4586.3	3348.3
24954.9	11159.8	11914.8
9685.3	5055.4	4901.2
12104.0	5241.9	5857.2
8050.9	4806.8	3662.2
36672.7	16772.0	17885.4
29648.5	14781.5	14144.9
5017.5	2242.4	2949.3
8201.2	4289.0	3217.9
31723.3	14837.9	14502.8
11506.4	5510.3	6273.5
36898.8	17763.8	17969.7
64554.6	32141.0	30265.1
12856.9	6675.8	7606.5
19239.5	8374.6	10133.4
29441.9	12994.3	14961.0
44555.1	22483.2	20055.2
21520.0	11027.1	10918.8
18014.6	9071.9	9314.0
66782.1	33613.6	32941.4
26964.5	12829.8	13789.9
26524.3	13309.7	11968.2
20160.5	10098.7	10637.7
3798.6	2549.9	1862.0
61607.7	30045.2	30207.6
14710.2	6142.7	8476.4
87043.2	41059.0	42674.6
91182.9	43314.5	45946.8
63415.8	29572.5	31320.5
41776.4	20525.2	19722.9
36621.9	17612.8	18431.4
105335.1	49420.5	52234.5
86320.9	43178.2	41177.3
32737.3	16389.5	16032.7
8710.0	2619.4	4218.8
27027.3	12820.6	12656.2
47925.8	24996.8	23678.0
36006.5	17310.7	17690.5
16860.6	7035.6	7596.8
66383.2	32959.6	32335.7
29726.2	15002.6	15218.4
55119.2	27428.6	25314.5
11569.9	4939.3	5017.6
18674.0	9111.3	9103.1
31153.3	15696.2	15940.1
4786.7	1668.3	3028.6
15563.4	5864.8	7605.3
7721.0	3894.9	4210.4
33212.2	15905.6	15514.7
40939.1	21430.9	19437.3
7527.8	2823.9	2744.7
39955.5	19837.5	18871.3
6642.3	3219.7	3832.6
54743.8	27939.4	27254.7
73301.4	34816.8	35050.0
7651.1	3141.7	3960.0
3646.5	2118.3	1878.2
24810.6	12133.0	12667.9
20659.8	11827.9	9547.1
34532.2	17410.8	17536.3
16559.8	8442.7	8804.4
32587.4	15223.1	14879.5
65897.2	32591.1	31989.6
74544.2	37550.3	35573.8
31979.6	16236.8	15018.7
120662.9	59523.3	57055.8
31050.1	15366.3	15569.2
50963.7	24412.3	25207.3
78091.2	37138.7	38742.4
20709.2	9833.2	10867.3
25152.7	11666.4	12771.0
38852.0	20219.6	18384.7
28318.0	14623.8	12461.7
43723.0	21471.5	21511.5
9653.6	4437.1	5755.1
46749.9	22726.5	23067.2
63284.5	30600.1	32111.4
74816.9	36928.1	36062.9
15843.9	8185.0	7171.9
6356.6	2962.0	3011.8
42337.0	21594.2	20341.1
5086.1	1897.0	3109.1
17850.6	8748.4	9616.9
2669.8	1742.8	940.9
5413.6	3819.1	4647.2
17199.8	8569.0	8217.2
10242.4	4977.4	2339.5
3689.0	2481.4	1950.7
3313.8	1791.6	1921.5
61485.6	29441.6	28735.3
110841.6	53603.2	55367.4
12468.9	5844.4	5519.0
29005.2	14672.7	15171.9
33431.9	16836.4	16079.0
8359.5	5206.7	2637.6
50992.2	25325.0	25235.8
32459.3	14337.2	17480.5
22902.2	10262.9	10482.3
28594.2	13492.6	13496.4
37054.8	17254.7	17061.9
10816.3	6613.8	4759.3
14961.9	6700.1	7844.4
18168.8	10038.3	8335.1
46283.1	22161.8	21769.5
38681.5	19319.2	19912.9
69050.8	32864.5	34778.2
19317.0	9730.3	9597.3
18194.7	8718.6	8090.0
10233.8	4919.8	4844.5
49046.9	22903.1	24716.8
19579.7	8900.2	9087.6
14890.7	7343.8	6676.2
33408.3	16505.7	16669.1
51655.4	26212.1	26454.9
10818.2	4099.0	5346.1
26670.9	12835.2	13435.3
34630.2	16879.0	16207.7
5519.9	2729.0	2770.1
20430.1	9748.5	9561.5
13515.4	7931.9	5993.0
5117.4	2247.6	2110.3
4032.2	3068.9	1549.9
3741.3	2169.8	1602.1
31696.5	15335.7	15481.9
11981.8	5945.8	5230.6
97542.6	47275.7	47041.4
33760.9	17294.5	16477.6
4224.4	1641.8	3110.6
74447.9	34935.4	36822.8
84021.4	41772.5	39016.8
27076.9	13258.3	13464.3
39774.0	19398.4	19347.7
21509.0	12910.3	9059.1
11715.7	5132.7	5620.3
5263.8	2979.0	1704.7
60159.0	29343.2	29626.2
39978.5	19763.5	19990.1
9155.5	4767.5	4493.1
47926.7	22566.2	25655.5
4479.2	3208.9	2681.4
23078.4	10476.1	12030.3
7547.8	3426.9	2710.4
10922.3	5130.4	4509.9
33874.0	17226.5	18027.3
6518.3	2145.1	3511.6
8466.6	3335.3	4876.6
70070.4	34691.0	34721.5
49866.2	24576.3	24502.0
23343.4	10400.1	11222.8
9771.6	5468.9	4958.2
15241.5	7755.5	7461.4
24516.8	12635.9	13154.4
10564.1	5489.3	4302.1
103049.7	50973.2	50996.8
11465.0	5484.3	5313.0
103996.7	49200.7	52253.0
37731.5	17862.9	18927.9
8437.0	4164.8	4563.0
38828.2	18208.1	19079.6
91789.5	44278.0	46713.3
26557.2	12610.9	13285.5
71399.1	35137.4	35244.8
35573.3	17161.4	17980.7
119414.9	58083.1	60071.1
29176.8	13973.4	15012.7
166688.1	81252.8	81945.1
43491.9	21703.2	21434.9
64567.6	32666.7	30598.2
34873.2	16761.4	17263.5
87317.3	45183.2	40620.6
11397.2	5663.6	6379.3
60404.4	29228.4	29283.8
4088.0	3519.4	699.7
20298.7	11200.0	10080.3
3197.4	2149.7	2430.0
12349.6	3943.9	6455.9
132402.7	63797.5	63938.2
6169.4	2978.4	3249.6
51114.3	26334.4	24462.7
14814.9	7651.7	8691.4
47360.9	24123.8	23166.3
52340.0	25259.0	24928.4
100163.8	47068.7	49631.1
58573.6	27909.2	28529.8
17170.1	8172.9	8877.5
86171.1	43033.1	42535.2
40285.3	18724.5	20369.0
20971.7	10123.1	9210.5
19673.2	9233.6	9537.3
19530.5	10784.9	10729.4
153610.1	75020.5	75591.3
52625.0	27909.3	24401.2
24958.5	12467.0	11536.5
9522.3	4815.2	5297.4
40947.1	21136.6	19311.4
32859.6	15824.7	16553.3
37002.9	19634.3	18603.4
8485.7	4111.6	4388.0
52610.6	25177.2	26345.6
137260.6	65930.6	68982.5
111839.3	56389.1	53967.8
19111.9	9699.9	7305.0
55658.9	27482.3	28415.2
19364.1	9936.2	8573.8
9160.3	4257.6	3623.0
97109.2	45841.0	49669.3
18949.9	9102.0	9183.0
61042.5	28735.7	30539.4
16456.3	7557.5	8036.7
44541.7	22335.5	21543.0
27939.9	12751.2	13814.5
58601.0	29501.1	27724.3
13661.9	6777.2	6656.9
14667.9	7934.7	7302.8
6779.4	2735.6	3426.2
20558.3	9755.3	11339.5
23651.3	12653.5	11662.7
11902.9	5555.1	6043.3
53833.1	25524.6	27291.8
22128.5	11633.5	10003.7
15057.3	7776.8	7848.5
5924.1	1977.3	2764.5
33719.0	16287.0	16717.2
60129.3	29461.8	29025.7
7318.1	3205.4	2780.5
33913.9	18072.1	15253.3
15267.3	6892.9	8513.0
14519.9	6467.6	6732.1
65653.1	32335.1	32399.6
46724.2	22971.2	23169.3
43184.2	21602.0	19402.8
57476.6	29078.9	27144.3
4296.7	2627.8	1613.2
61497.1	29640.2	30040.2
15963.9	8418.4	7098.7
9902.6	4513.7	4261.0
29678.9	14627.3	14854.7
29561.2	13660.6	15083.4
34285.4	15642.6	16624.0
24178.3	12647.4	11709.6
34952.2	18100.0	17323.0
47073.6	23957.3	21699.7
13505.0	6034.8	7528.8
142849.2	69946.9	70723.9
33942.3	14425.7	17629.9
37870.7	18208.1	18410.7
52464.5	24688.7	26245.1
26249.4	12981.2	12235.6
79799.4	39070.3	37866.3
4060.0	1772.8	2131.2
9680.0	5560.4	4056.2
62864.6	30659.0	29891.5
27763.7	13781.4	13636.3
11064.3	5257.2	3895.2
25238.6	12815.6	11726.8
10703.9	6489.7	4688.4
15248.2	8642.5	6435.9
17176.4	7575.8	8796.0
22411.9	11236.3	10082.4
18738.5	9230.4	8841.8
13154.9	6823.6	5484.9
64052.8	30542.0	32996.3
57714.0	28809.5	28815.8
6851.3	3239.2	3392.8
72797.2	34964.9	38692.1
53867.1	27374.3	26116.3
36861.4	17320.5	17903.4
17742.9	9925.1	8539.9
12296.4	4421.3	6666.4
37874.9	17083.1	18719.6
32045.3	15733.5	15605.5
22927.9	11424.3	10877.8
21623.6	10168.1	10699.5
4440.6	2597.6	2848.2
12978.2	7274.1	7687.4
16887.3	7725.3	8010.0
50064.8	22557.8	25064.8
59101.7	28652.5	26944.1
63291.2	32293.4	29354.5
8909.5	4079.4	3853.5
40936.8	19878.4	20452.7
3162.8	1552.0	1968.1
5779.0	2950.9	1992.0
14890.4	6848.7	7387.5
15874.2	8048.0	6926.6
54252.4	25581.6	26180.5
22758.0	11027.1	11260.0
12208.8	6317.4	6011.5
11072.0	5121.3	4144.3
15059.2	7508.3	7152.2
33227.7	17216.4	15068.4
18662.1	9854.1	9246.6
56357.4	27446.6	27439.7
10017.3	4397.2	4961.4
16038.7	8022.3	7974.1
237551.9	116464.1	116603.3
18706.4	10059.1	8945.5
72568.5	35205.8	36022.4
28641.1	14764.0	13832.1
14927.4	7112.2	7634.4
16447.3	8511.2	7173.4
35102.7	16467.7	17156.0
16429.7	8999.6	8944.3
23016.6	10721.5	11047.2
12036.1	5670.2	5884.0
84417.4	41406.6	39432.0
22785.1	11192.3	11928.1
8305.6	4227.8	4602.1
7965.0	4049.7	3727.5
6415.3	4437.0	3152.8
3624.6	2646.6	2459.4
16077.7	7987.9	7403.7
10367.3	5015.3	5253.9
27975.5	15020.8	14704.1
106725.9	52114.2	52842.7
5935.9	2430.4	4585.9
22897.9	10904.7	12371.5
11158.7	5691.2	5383.4
30093.6	14307.8	16214.2
77006.6	39019.5	37291.3
35048.5	17220.6	17916.3
195723.3	95802.7	95535.9
4935.2	2737.2	1715.1
12052.5	4547.8	7749.8
29889.8	13970.5	15586.9
12154.0	5931.0	6511.3
4458.1	3200.2	3405.3
42379.1	20187.3	20898.4
32330.8	15216.2	15489.9
32706.8	16953.8	16935.3
50069.8	25710.1	23839.6
6847.6	2374.5	3814.3
28727.9	15230.4	13591.6
83456.7	40062.4	40848.2
51070.0	25457.2	24318.8
10608.4	4755.0	6368.1
28977.4	15028.7	14898.6
28397.1	13156.1	14591.1
33442.3	15531.2	17989.2
5742.8	2746.0	2245.1
35582.9	16401.8	16905.3
24253.7	11753.5	13163.0
13292.5	7154.5	6276.4
51552.1	25204.8	25226.9
43467.4	20930.6	21805.6
30206.9	14056.3	15048.1
39078.1	18797.8	19241.8
3785.2	2535.9	1254.1
38067.0	18893.2	18512.3
40936.3	20381.8	19888.1
37509.8	17878.7	18247.9
34308.5	17524.6	17112.7
26550.3	13046.1	12312.4
9695.0	4185.1	5039.9
46226.1	22277.9	20850.1
9865.1	3979.4	5135.1
57958.8	28035.0	27411.3
40482.7	20015.5	17990.2
41291.2	20813.8	20776.0
85268.8	41476.8	43714.4
86218.0	43733.1	41206.3
128901.1	61218.6	63636.5
27256.3	12313.6	14984.3
17693.9	8212.1	9663.2
8212.9	4198.5	3453.7
55615.3	26992.7	28535.6
162609.7	79476.6	81891.8
13812.2	5673.7	6424.8
35701.6	16901.1	17068.0
8891.4	5520.3	3560.8
10844.5	5962.8	5471.4
41294.7	22313.9	20790.5
41049.2	21093.2	20265.3
26499.0	14938.7	13036.9
74653.5	35354.8	38561.5
5950.4	3052.1	1949.3
77492.1	37248.7	38122.7
20717.5	9346.6	9013.2
33689.0	14707.8	15199.6
5566.8	2376.9	3429.5
8300.1	3017.8	4183.3
77874.9	37083.9	38263.9
45033.8	22830.5	21413.8
106877.2	53470.1	49803.0
23119.0	11679.2	12375.4
17263.5	8194.7	8228.2
44273.9	22259.9	21910.8
7221.7	4964.5	2429.9
23479.9	10991.3	11533.6
56415.4	27027.3	27189.4
63430.3	29446.2	32925.5
35551.1	17594.9	16507.4
62087.0	32490.8	30996.3
19118.4	9646.5	9457.1
110721.6	54760.1	54998.7
11818.5	6344.1	5929.8
13479.5	5779.9	5882.4
48016.5	24178.3	23133.7
72330.0	35676.8	36499.9
32288.3	15870.5	16100.3
6935.0	4423.6	1905.4
3269.9	921.3	1980.0
15451.5	6379.2	6655.2
13883.7	6653.6	6314.1
25170.8	11896.5	13480.6
17647.0	8229.6	8142.2
21365.7	12503.0	10389.2
40470.3	18854.7	20319.2
6608.1	2580.2	4233.8
32686.7	15924.2	17137.3
4777.2	2882.7	1639.0
7141.6	3542.2	3149.4
9738.8	4812.1	4244.3
31335.6	14981.2	16691.7
88381.8	43114.3	43936.5
24793.9	12061.3	11594.8
17092.1	8488.9	7791.0
43765.9	23201.0	22195.0
3845.5	1737.8	2430.9
18636.2	8680.4	8724.6
50144.1	25118.2	24024.9
26405.6	10888.3	13752.2
8545.6	5147.0	3145.7
13053.3	6545.3	5656.0
13987.3	6588.3	6806.9
64876.4	32250.7	31988.5
47920.0	22730.6	23717.1
12143.8	6093.3	5477.0
21092.1	10521.9	10863.6
18226.4	8274.4	9536.0
6019.1	3872.0	2497.8
25358.1	12057.6	12017.5
26319.4	12909.9	12228.9
46442.6	23243.8	22063.8
33023.4	15664.9	16353.0
24296.9	11890.8	12651.3
95409.0	46973.7	44893.5
4796.8	2040.8	2226.7
18659.3	8815.8	8638.1
15827.1	7260.4	7437.3
25918.0	11962.9	11551.1
77013.6	35019.0	40394.3
54865.1	27527.7	26286.7
22270.4	12135.8	11103.9
4654.6	2443.0	2363.2
57121.9	30009.0	27002.0
61409.1	29291.3	30297.8
13815.6	6720.4	6343.6
54055.1	27572.4	26905.6
132184.6	65725.1	63785.4
5812.3	3433.7	3143.2
3429.6	3688.4	2190.1
4488.7	1160.4	3351.0
5551.8	3346.1	3502.1
4163.6	1489.2	2460.4
3181.6	3158.1	1557.3
9995.0	3329.2	4059.5
28421.1	14553.0	14219.1
45941.9	21395.9	22566.3
80706.2	38471.3	40695.6
2181.3	2223.0	1503.1
15213.9	7610.2	8862.1
10015.3	5640.4	3398.5
10991.6	4843.6	4959.5
41590.6	20880.0	20129.3
5343.8	3173.9	1782.0
87882.8	42382.9	43691.9
34299.7	16530.9	16835.2
22790.9	11109.1	10699.4
14622.6	6020.9	5626.2
106772.7	51036.6	51984.1
79656.8	39601.3	37290.6
11517.4	5258.8	4841.4
33935.2	17710.8	15105.9
27400.2	13352.0	14375.6
23920.1	10665.3	11592.8
23355.0	11551.3	10233.8
60323.4	28110.6	30010.8
21227.4	10591.4	10128.4
56583.3	26685.6	28007.6
15811.1	8052.9	7581.2
12765.4	5386.2	6450.9
56674.7	27706.0	28279.7
10717.1	4832.9	5475.9
27351.7	12797.5	15523.2
16628.1	8539.1	8741.3
50162.3	24158.4	25356.8
46182.8	22438.9	23617.9
5142.3	3243.6	2875.9
30420.5	13644.5	13848.9
18604.0	9424.9	10033.6
15173.8	7463.2	6842.1
83944.9	41113.5	42903.2
17978.1	10126.1	7115.4
27441.0	13937.9	13023.9
17403.7	7902.4	8309.2
24338.6	12428.6	11671.7
93803.8	46233.3	45708.6
27085.9	12113.0	14617.2
21021.8	9245.2	9876.0
35316.9	18015.1	17071.3
45033.2	20646.1	23836.3
7687.2	3765.2	3466.1
17314.4	8172.6	7570.8
16632.5	7018.8	8419.3
3911.7	691.0	3386.0
35583.2	18241.0	18145.4
4927.7	1930.6	2344.6
8420.1	4205.1	4017.1
14722.8	7288.7	7194.6
34605.2	18437.7	17226.8
31086.8	15235.8	14558.7
20090.0	9385.8	9806.3
36950.2	17497.8	18128.9
3322.0	2457.4	2067.1
53808.1	26592.9	25691.8
12898.8	5814.9	5167.1
7493.5	4020.5	3931.5
10347.9	4979.1	5050.7
32986.6	15854.3	15314.5
7168.4	2596.9	4865.5
85118.2	42674.9	39090.3
89459.0	43674.3	44031.6
29422.2	14104.3	14294.1
20047.1	10438.6	8211.9
17910.2	9785.5	8465.6
17342.8	8735.1	7623.6
50810.2	24952.2	23582.4
16074.3	7838.7	8144.8
12268.9	3926.4	5551.7
113333.5	54278.5	55573.6
20828.6	10993.2	10172.8
36980.6	17163.5	19145.4
17193.4	6640.5	7900.9
5367.9	3292.6	1938.7
96616.8	45705.3	48807.8
21465.9	10899.7	9758.0
5091.0	2870.4	1756.7
27382.1	13697.6	13103.1
8186.4	4603.5	3440.9
17343.6	10072.1	8874.0
16256.9	8543.6	7301.4
26624.1	13814.0	12197.6
63065.0	31617.8	31484.7
29315.0	13796.6	13347.5
41546.6	20270.7	20561.3
170790.5	81227.9	84974.0
57880.5	28869.2	28187.5
24929.4	13035.2	10555.3
8783.0	4627.8	3011.5
40532.6	20921.3	19121.5
58253.0	28542.6	27843.4
50365.7	24687.3	24275.0
28715.0	14250.8	13950.3
31238.1	15273.4	14774.8
52439.1	24337.6	26790.9
7117.2	3665.5	4153.9
17651.6	8269.3	7014.4
5216.6	3108.0	3725.9
74587.5	35700.0	37888.0
32226.4	16752.8	14749.6
19243.9	10008.4	8722.4
33010.4	15916.1	17193.9
6244.7	3159.4	2735.5
